_id,id,year,title,genres,actors,director,plot,release_date,rotten_tomatoes,poster,runtime,imdb_rating
66d5cd1c66b2f0d84bfd54c1,tt0073195,1975,Jaws,"['Adventure', 'Drama', 'Thriller']","['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']",['Steven Spielberg'],"It's a hot summer on Amity Island, a small community whose main business is its beaches. When new Sheriff Martin Brody discovers the remains of a shark attack victim, his first inclination is to close the beaches to swimmers. This doesn't sit well with Mayor Larry Vaughn and several of the local businessmen. Brody backs down to his regret as that weekend a young boy is killed by the predator. The dead boy's mother puts out a bounty on the shark and Amity is soon swamped with amateur hunters and fisherman hoping to cash in on the reward. A local fisherman with much experience hunting sharks, Quint, offers to hunt down the creature for a hefty fee. Soon Quint, Brody and Matt Hooper from the Oceanographic Institute are at sea hunting the Great White shark. As Brody succinctly surmises after their first encounter with the creature, they're going to need a bigger boat.",20 Jun 1975,97%,https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_SX300.jpg,124 min,8.1
66d7ae22c6dc28fe94973f06,tt0074811,1976,The Tenant,"['Drama', 'Thriller']","['Roman Polanski', 'Isabelle Adjani', 'Melvyn Douglas']",['Roman Polanski'],"In Paris, the shy bureaucrat Trelkovsky rents an old apartment without bathroom where the previous tenant, the Egyptologist Simone Choule, committed suicide. The unfriendly concierge (Shelley Winters) and the tough landlord Mr. Zy establish stringent rules of behavior and Trelkovsky feels ridden by his neighbors. Meanwhile he visits Simone in the hospital and befriends her girlfriend Stella. After the death of Simone, Trelkovsky feels obsessed for her and believes his landlord and neighbors are plotting a scheme to force him to also commit suicide.",26 May 1976,84%,https://m.media-amazon.com/images/M/MV5BMGJhMzIzZWItOWRhOC00NzY0LTg4N2UtNDkxNTQ4NGNmZWNkXkEyXkFqcGc@._V1_SX300.jpg,126 min,7.6
66d7ae30c6dc28fe94973f28,tt0067185,1971,Harold and Maude,"['Comedy', 'Drama', 'Romance']","['Ruth Gordon', 'Bud Cort', 'Vivian Pickles']",['Hal Ashby'],"Young adult Harold Chasen, solitary and friendless by choice, is obsessed with death, this fascination manifesting itself in he staging his own fake suicides, driving a hearse and attending funerals, even of people he doesn't know, all to the chagrin of his exasperated wealthy mother with whom he lives. Mrs. Chasen is determined for Harold to be ""normal"", including her sending him into therapy to deal with his issues and finding him a girlfriend through a computer dating service. It is at a series of funerals that Harold meets Maude, on the cusp of her eightieth birthday, she who too attends funerals of strangers. Unlike Harold, Maude is obsessed with life - her own life to be more precise - she does whatever she wants to please herself, damned what others may think or how they may be affected. Since she can't take material possessions with her, she is more interested in experiences, with whatever material possessions she has - often ""borrowed"" without asking - only to further those experiences. Their friendship is initially based on how the other can further their own priority. But as Maude shows Harold how to truly live, Harold falls in love with her. Their relationship, already limited in time by the sheer math, is curtailed even more as Maude shows him only not how to live well, but die well.",20 Dec 1971,86%,https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,91 min,7.9
66d7ae41c6dc28fe94973f4f,tt0079417,1979,Kramer vs. Kramer,['Drama'],"['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander']",['Robert Benton'],"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy. When he has learned to adjust his life to these new responsibilities, Joanna resurfaces and wants Billy back. Ted, however, refuses to give him up, so they go to court to fight for the custody of their son.",19 Dec 1979,89%,https://m.media-amazon.com/images/M/MV5BYjkzOTQ1NjgtNWI1Zi00ODcwLThlZGMtMWQyYjFlMjUxNzg1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,105 min,7.8
66d7ae42c6dc28fe94973f53,tt0067355,1970,They Call Me Trinity,"['Comedy', 'Western']","['Terence Hill', 'Bud Spencer', 'Steffen Zacharias']",['Enzo Barboni'],"A drifter comes to town where his brother is sheriff. His brother is actually a robber who broke the real sheriff's leg and left him for dead, and became sheriff in order to hide out. They team up against the local land baron who is trying to get rid of the Mormon settlers in a valley he wishes to own.",04 Nov 1971,,https://m.media-amazon.com/images/M/MV5BMWVlNjE1MDYtM2FkNy00OGYwLWEzMTAtMDQ3Y2RhYWI1YmQ1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,115 min,7.4
66d7ae4ac6dc28fe94973f65,tt0077651,1978,Halloween,"['Horror', 'Thriller']","['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran']",['John Carpenter'],"The year is 1963, the night: Halloween. Police are called to 43 Lampkin Ln. only to discover that 15 year old Judith Myers has been stabbed to death, by her 6 year-old brother, Michael. After being institutionalized for 15 years, Myers breaks out on the night before Halloween. No one knows, nor wants to find out, what will happen on October 31st 1978 besides Myers' psychiatrist, Dr. Loomis. He knows Michael is coming back to Haddonfield, but by the time the town realizes it, it'll be too late for many people.",27 Oct 1978,96%,https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,91 min,7.7
66d7ae51c6dc28fe94973f75,tt0070666,1973,Serpico,"['Biography', 'Crime', 'Drama']","['Al Pacino', 'John Randolph', 'Jack Kehoe']",['Sidney Lumet'],"Serpico is a cop in the 1960s-early 1970s. Unlike all his colleagues, he refuses a share of the money that the cops routinely extort from local criminals. Nobody wants to work with Serpico, and he's in constant danger of being placed in life threatening positions by his ""partners"". Nothing seems to get done even when he goes to the highest of authorities. Despite the dangers he finds himself in, he still refuses to 'go with the flow', in the hope that one day, the truth will be known.",05 Dec 1973,93%,https://m.media-amazon.com/images/M/MV5BOTRkNjg3YzQtNGE3NC00M2U1LTg1ODItNmM3ZjMyOTYzYjEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,130 min,7.7
66d7ae59c6dc28fe94973f88,tt0067116,1971,The French Connection,"['Action', 'Crime', 'Drama']","['Gene Hackman', 'Roy Scheider', 'Fernando Rey']",['William Friedkin'],"William Friedkin's gritty police drama portrays two tough New York City cops trying to intercept a huge heroin shipment coming from France. An interesting contrast is established between 'Popeye' Doyle, a short-tempered alcoholic bigot who is nevertheless a hard-working and dedicated police officer, and his nemesis Alain Charnier, a suave and urbane gentleman who is nevertheless a criminal and one of the largest drug suppliers of pure heroin to North America. During the surveillance and eventual bust, Friedkin provides one of the most gripping and memorable car chase sequences ever filmed.",09 Oct 1971,96%,https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,104 min,7.7
66d7ae5cc6dc28fe94973f8e,tt0079116,1979,Escape from Alcatraz,"['Action', 'Biography', 'Crime']","['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom']",['Don Siegel'],"The true story of three inmates who attempt a daring escape from the infamous prison, Alcatraz Island. Although no one had managed to escape before, bank robber Frank Morris (Clint Eastwood) masterminded this elaborately detailed, and, as far as anyone knows, ultimately successful, escape. In twenty-nine years, this seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once by three inmates who were never heard of again.",22 Jun 1979,97%,https://m.media-amazon.com/images/M/MV5BMzI0NTIzM2QtZDBkZC00N2JjLWI5OGMtMzg2YjFjODI2ZTkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,112 min,7.6
66d7ae5dc6dc28fe94973f92,tt0071360,1974,The Conversation,"['Drama', 'Mystery', 'Thriller']","['Gene Hackman', 'John Cazale', 'Allen Garfield']",['Francis Ford Coppola'],"Harry Caul is a devout Catholic and a lover of jazz music who plays his saxophone while listening to his jazz records. He is a San Francisco-based electronic surveillance expert who owns and operates his own small surveillance business. He is renowned within the profession as being the best, one who designs and constructs his own surveillance equipment. He is an intensely private and solitary man in both his personal and professional life, which especially irks Stan, his business associate who often feels shut out of what is happening with their work. This privacy, which includes not letting anyone into his apartment and always telephoning his clients from pay phones is, in part, intended to control what happens around him. His and Stan's latest job (a difficult one) is to record the private discussion of a young couple meeting in crowded and noisy Union Square. The arrangement with his client, known only to him as ""the director"", is to provide the audio recording of the discussion and photographs of the couple directly to him alone in return for payment. Based on circumstances with the director's assistant, Martin Stett, and what Harry ultimately hears on the recording, Harry believes that the lives of the young couple are in jeopardy. Harry used to be detached from what he recorded, but is now concerned ever since the deaths of three people that were the direct result of a previous audio recording he made for another job. Harry not only has to decide if he will turn the recording over to the director, but also if he will try and save the couple's lives using information from the recording. As Harry goes on a quest to find out what exactly is happening on this case, he finds himself in the middle of his worst nightmare.",12 Apr 1974,97%,https://m.media-amazon.com/images/M/MV5BMzlmOTUxOGUtY2UwNS00MmZhLThlNGEtMTNiNTg5OWEzMTczXkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_SX300.jpg,113 min,7.7
66d7ae64c6dc28fe94973fa3,tt0066206,1970,Patton,"['Biography', 'Drama', 'War']","['George C. Scott', 'Karl Malden', 'Stephen Young']",['Franklin J. Schaffner'],"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Europe and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and tendency toward insubordination, faults that would prevent him from becoming the lead American general in the Normandy Invasion as well as to his being relieved as Occupation Commander of Germany.",02 Apr 1970,91%,https://m.media-amazon.com/images/M/MV5BZmRlMWFhMzMtNTJiNi00ZDdlLTgxMmYtOWVjOGUxNTFhYzU3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,172 min,7.9
66d7ae64c6dc28fe94973fa2,tt0077928,1978,Midnight Express,"['Biography', 'Crime', 'Drama']","['Brad Davis', 'Irene Miracle', 'Bo Hopkins']",['Alan Parker'],"On October 6, 1970 while boarding an international flight out of Istanbul Airport, American Billy Hayes (Brad Davis) is caught attempting to smuggle two kilos of hashish out of the country, the drugs strapped to his body. He is told that he will be released if he cooperates with the authorities in identifying the person who sold him the hashish. Billy's troubles really begin when after that assistance, he makes a run for it and is recaptured. He is initially sentenced to just over four years for possession, with no time for the more harsh crime of smuggling. The prison environment is inhospitable in every sense, with a sadistic prison guard named Hamidou (Paul L. Smith) ruling the prison, he who relishes the mental and physical torture he inflicts on the prisoners for whatever reason. Told to trust no one, Billy does befriend a few of the other inmates, namely fellow American Jimmy Booth (Randy Quaid) (in for stealing two candlesticks from a mosque), a Swede named Erich (Norbert Weisser), and one of the senior prisoners having already served seven years, an Englishman named Max (Sir John Hurt), the latter two also in for hashish-related charges. One prisoner not befriended is Rifki (Paolo Bonacelli), who wields power in the prison as the unofficial eyes and ears for the guards. As Billy, his family and his girlfriend Susan (Irene Miracle) attempt through legal and diplomatic channels for Billy's release, Max tells him that the only way out is to ""catch the midnight express"" (escape), which is what Jimmy is continually trying to do. When Billy's situation changes, he becomes more desperate in every sense of the word. It seems as if Billy has only two options: to let the prison ultimately figuratively then literally kill him, or to somehow regain control of his life through whatever means available.",27 Oct 1978,90%,https://m.media-amazon.com/images/M/MV5BNDU1MjQ0YWMtMWQ2MS00NTdmLTg1MGItNDA5NTNkNTRhOTIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,121 min,7.5
66d7ae68c6dc28fe94973faa,tt0076786,1977,Suspiria,['Horror'],"['Jessica Harper', 'Stefania Casini', 'Flavio Bucci']",['Dario Argento'],"Suzy Bannion travels to Germany to perfect her ballet skills. She arrives at the Tanz dance academy in the pouring rain and is refused admission after another woman is seen fleeing the school. She returns the next morning and this time is let in. She learns that the young woman she saw fleeing the previous evening, Pat Hingle, has been found dead. Strange things soon begin to occur. Suzy becomes ill and is put on a special diet; the school becomes infested with maggots; odd sounds abound; and Daniel, the pianist, is killed by his own dog. A bit of research indicates that the ballet school was once a witches' coven - and as Suzy learns, still is.",12 Aug 1977,94%,https://m.media-amazon.com/images/M/MV5BZGRjNjljOGEtZjFmMi00YzU1LWIxOWYtZTQzODMzNDQzMzY1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,92 min,7.3
66d7ae6dc6dc28fe94973fb8,tt0067992,1971,Willy Wonka & the Chocolate Factory,"['Adventure', 'Comedy', 'Family']","['Gene Wilder', 'Jack Albertson', 'Peter Ostrum']",['Mel Stuart'],"The world is astounded when Willy Wonka, for years a recluse in his factory, announces that five lucky people will be given a tour of the factory, shown all the secrets of his amazing candy, and one will win a lifetime supply of Wonka chocolate. Nobody wants the prize more than young Charlie, but as his family is so poor that buying even one bar of chocolate is a treat, buying enough bars to find one of the five golden tickets is unlikely in the extreme. But in movieland, magic can happen. Charlie, along with four somewhat odious other children, get the chance of a lifetime and a tour of the factory. Along the way, mild disasters befall each of the odious children, but can Charlie beat the odds and grab the brass ring?",30 Jun 1971,92%,https://m.media-amazon.com/images/M/MV5BZTllNDU0ZTItYTYxMC00OTI4LThlNDAtZjNiNzdhMWZiYjNmXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,100 min,7.8
66d7ae6fc6dc28fe94973fbc,tt0077402,1978,Dawn of the Dead,"['Horror', 'Thriller']","['David Emge', 'Ken Foree', 'Scott H. Reiniger']",['George A. Romero'],"The zombie apocalypse has hit Earth. Two personnel from a TV station and two policemen set off in a helicopter to find a safe place to hide out. Their search leads them to a shopping mall where they manage to find a place that, while not zombie-free, is quite secure. So far, so good.",24 May 1979,91%,https://m.media-amazon.com/images/M/MV5BMzc1YTIyNjctYzhlNy00ZmYzLWI2ZWQtMzk4MmQwYzA0NGQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,127 min,7.8
66d7ae7cc6dc28fe94973fdb,tt0068182,1972,"Aguirre, the Wrath of God","['Action', 'Adventure', 'Biography']","['Klaus Kinski', 'Ruy Guerra', 'Helena Rojo']",['Werner Herzog'],"A few decades after the destruction of the Inca empire, a Spanish expedition leaves the mountains of Peru and goes down the Amazon river in search of gold and wealth. Soon, they come across great difficulties and don Lope de Aguirre, a ruthless man who cares only about riches, becomes their leader. But will his quest lead them to ""the golden city"", or to certain destruction?",03 Apr 1977,96%,https://m.media-amazon.com/images/M/MV5BMjRkY2VhYzMtZWQyNS00OTY2LWE5NTAtYjlhNmQyYzE5MmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,95 min,7.8
66d7ae80c6dc28fe94973fe5,tt0073629,1975,The Rocky Horror Picture Show,"['Comedy', 'Horror', 'Musical']","['Tim Curry', 'Susan Sarandon', 'Barry Bostwick']",['Jim Sharman'],"On a wild and rain-swept late-November evening, somewhere at an empty stretch of road outside Ohio's merry Denton, blissfully-affianced, prudish, boringly-innocent young pair Brad Majors (Barry Bostwick) and Janet Weiss (Susan Sarandon) find themselves stranded on their way to visit an ex-tutor. Instead, the couple will inadvertently unearth the cross-dressing Dr. Frank-N-Furter's (Tim Curry's) spooky lair of inexhaustible oddities, just in time to partake in the out-of-this-world mad scientist's proud unveiling of his latest, delightfully extravagant, most daring creation: the ultimate male and the perfect sex symbol: the flaxen-haired Rocky Horror (Peter Hinwood). But, little by little, as the effervescent transgressive force gobbles up whole the unsuspecting visitors of the night, Brad and Janet slowly begin to embrace the potent fascinations of seduction, while an idolized Rocky roams free in the mansion. Who can interrupt man's union with the absolute pleasure?",18 Dec 1975,80%,https://m.media-amazon.com/images/M/MV5BOGIzYjM3YzMtMjk5ZS00NDY2LTllMjEtNjYwZjhmMDNhMDBkXkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_SX300.jpg,100 min,7.4
66d7ae7fc6dc28fe94973fe4,tt0066999,1971,Dirty Harry,"['Action', 'Crime', 'Thriller']","['Clint Eastwood', 'Andrew Robinson', 'Harry Guardino']","['Don Siegel', 'Clint Eastwood']","In 1971, San Francisco faces the terror of a maniac known as the ""Scorpio Killer"" (Andrew Robinson), who snipes at innocent victims and demands ransom through notes left at the scene of the crime. Inspector ""Dirty"" Harry Callahan (Clint Eastwood) is assigned to the case along with his newest partner Inspector Chico Gonzalez (Reni Santoni) to track down Scorpio and stop him. Using humiliation and cat-and-mouse type of games against Callahan, Scorpio is put to the test with the cop with a dirty attitude.",23 Dec 1971,89%,https://m.media-amazon.com/images/M/MV5BMzdhMTM2YTItOWU2YS00MTM0LTgyNDYtMDM1OWM3NzkzNTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,102 min,7.7
66d7ae98c6dc28fe94974021,tt0067023,1971,Duel,"['Action', 'Thriller']","['Dennis Weaver', 'Jacqueline Scott', 'Eddie Firestone']",['Steven Spielberg'],"While traveling through the desert for an appointment with a client, the businessman David Mann from California passes a slow and old tanker truck. The psychotic truck driver feels offended and chases David along the empty highway trying to kill him.",13 Nov 1971,89%,https://m.media-amazon.com/images/M/MV5BNzRkNjE4NjQtZTQ2NC00YTg1LThiZTMtNmRhYmQzODBlMDc2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,90 min,7.6
66d7ae99c6dc28fe94974024,tt0075029,1976,The Outlaw Josey Wales,"['Drama', 'Western']","['Clint Eastwood', 'Sondra Locke', 'Chief Dan George']",['Clint Eastwood'],"Josey Wales (Clint Eastwood) makes his way west after the Civil War, determined to live a useful and helpful life. He joins up with a group of settlers who need the protection that a man as tough and experienced as he is can provide. Unfortunately, the past has a way of catching up with you, and Josey is a wanted man.",30 Jun 1976,91%,https://m.media-amazon.com/images/M/MV5BMjIxNDYxMTk2MF5BMl5BanBnXkFtZTgwMjQxNjU3MTE@._V1_SX300.jpg,135 min,7.8
66d7ae9ac6dc28fe94974028,tt0070034,1973,Enter the Dragon,"['Action', 'Crime', 'Thriller']","['Bruce Lee', 'John Saxon', 'Jim Kelly']",['Robert Clouse'],"Enter the Dragon revolves around 3 main characters; Lee, a man recruited by an agency to investigate a tournament hosted by Han, since they believe he has an Opium trade there. Roper and Williams are former army buddies since Vietnam and they enter the tournament due to different problems that they have. It's a deadly tournament they will enter on an island.",19 Aug 1973,88%,https://m.media-amazon.com/images/M/MV5BNGZiMTkyNzQtMDdmZi00ZDNkLWE4YTAtZGNlNTIzYzQyMGM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,102 min,7.6
66d7aea5c6dc28fe9497403d,tt0075005,1976,The Omen,"['Horror', 'Mystery']","['Gregory Peck', 'Lee Remick', 'Harvey Stephens']",['Richard Donner'],"Robert and Katherine Thorn seem to have it all. They are happily married and he is the US Ambassador to Great Britain, but they want nothing more than to have children. When Katharine has a stillborn child, Robert is approached by a priest at the hospital who suggests that they take a healthy newborn whose mother has just died in childbirth. Without telling his wife he agrees. After relocating to London, strange events - and the ominous warnings of a priest - lead him to believe that the child he took from that Italian hospital is evil incarnate.",25 Jun 1976,85%,https://m.media-amazon.com/images/M/MV5BZmNjZDcwNTMtMjQxMy00ZTY5LTg4M2YtYjA5NDliNjNhYzQ3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,111 min,7.5
66d7aeadc6dc28fe94974050,tt0077631,1978,Grease,"['Comedy', 'Musical', 'Romance']","['John Travolta', 'Olivia Newton-John', 'Stockard Channing']",['Randal Kleiser'],"A musical about teens in love in the 1950s. It's California 1958 and greaser Danny Zuko (John Travolta) and Australian Sandy Olsson (Olivia Newton-John) are in love. They spend time at the beach, and when they go back to school, what neither of them knows is that they both now attend Rydell High. Danny's the leader of the T-Birds, a group of black leather jacket-wearing greasers while Sandy hangs with the Pink Ladies, a group of pink-wearing girls led by Rizzo (Stockard Channing). When they clash at Rydell's first pep rally, Danny isn't the same Danny from the beach. They try to be like each other so they can be together.",16 Jun 1978,66%,https://m.media-amazon.com/images/M/MV5BZmUyMDEyOTgtZmUwOS00NTdkLThlNzctNTM1ODQ4M2VhMjdhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,110 min,7.2
66d7aeb5c6dc28fe94974061,tt0068935,1972,The Way of the Dragon,"['Action', 'Adventure', 'Comedy']","['Bruce Lee', 'Chuck Norris', 'Nora Miao']",['Bruce Lee'],"Tang Lung arrives in Rome to help his cousins in the restaurant business. They are being pressured to sell their property to the syndicate, who will stop at nothing to get what they want. When Tang arrives he poses a new threat to the syndicate, and they are unable to defeat him. The syndicate boss hires the best Japanese and European martial artists to fight Tang, but he easily finishes them off. The American martial artist Colt is hired and has a showdown with Tang in Rome's famous Colosseum.",14 Aug 1972,87%,https://m.media-amazon.com/images/M/MV5BMzVhMmZkYjMtMjY2ZC00NmQ5LWEzYzYtMDE3Zjg1ZDc3ODNhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,90 min,7.2
66d7aebac6dc28fe9497406c,tt0074486,1977,Eraserhead,"['Fantasy', 'Horror']","['Jack Nance', 'Charlotte Stewart', 'Allen Joseph']",['David Lynch'],"A film that defies conventional logic and storytelling, fueled by its dark nightmarish atmosphere and compellingly disturbing visuals. Henry Spencer is a hapless factory worker on his vacation when he finds out he's the father of a hideously deformed baby. Now living with his unhappy, malcontent girlfriend, the child cries day and night, driving Henry and his girlfriend to near insanity.",03 Feb 1978,89%,https://m.media-amazon.com/images/M/MV5BMDExYzg5YjQtMzE0Yy00OWJjLThiZTctMWI5MzhjM2RmNjA4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,89 min,7.3
66d7aebec6dc28fe94974076,tt0070917,1973,The Wicker Man,"['Horror', 'Mystery', 'Thriller']","['Edward Woodward', 'Christopher Lee', 'Diane Cilento']",['Robin Hardy'],"On Sunday, April 29, 1973, Sergeant Neil Howie with the West Highland Constabulary flies solo to Summerisle off the coast of Scotland. He is there to follow up on a letter addressed specifically to him from an anonymous source on Summerisle reporting that a twelve year old girl who lives on the island, Rowan Morrison, the daughter of May Morrison, has long been missing. The correspondence includes a photograph of Rowan. Upon his arrival on Summerisle, Howie finds that the locals are a seemingly simple minded lot who provide little information beyond the fact that they know of no Rowan Morrison and do not know the girl in the photo. Mrs. Morrison admits to having a daughter, seven year old Myrtle, but no Rowan. As Howie speaks to more and more people, he begins to believe that Rowan does or did live on the island, but that the locals are hiding their knowledge of her. He also begins to see that the locals all have pagan beliefs, their ""religion"" which centers on procreation as the source of life. That procreation does not necessarily need to be within marriage, and openly flaunts the act of sex, both in private and in public. These beliefs do not sit well against Howie's strict Christian morals, he who regularly attends church, prays, and accepts communion. Everything that happens on the island seems to be dictated by Lord Summerisle, whose ancestors bought the island generations ago. Howie begins to believe that Rowan was murdered, she a sacrifice by the islanders to their higher power to ensure a bountiful apple crop - the main crop of the island - which did not materialize last season. With May Day approaching, Howie not only tries to find out if Rowan was indeed murdered/sacrificed, which includes trying to locate her body, but if there will be another sacrifice on this important day within the cycle of life.",07 Aug 1974,91%,https://m.media-amazon.com/images/M/MV5BMWU5NmUxMmYtM2QwYS00ODc1LTkxOGItMWY3ZmEzNzJkNGU3XkEyXkFqcGc@._V1_SX300.jpg,88 min,7.5
66d7aec2c6dc28fe94974080,tt0068699,1973,High Plains Drifter,"['Drama', 'Mystery', 'Western']","['Clint Eastwood', 'Verna Bloom', 'Marianna Hill']",['Clint Eastwood'],"A Stranger (Clint Eastwood) rides into in the dusty mining town of Lago, where the townspeople are living in the shadow of a dark secret. After a shoot-out leaves the town's hired-gun protectors dead, the town's leaders petition the Stranger to stay and protect them from three ruthless outlaws who are soon to be released from prison. The three have their sights set on returning to Lago to wreak havoc and take care of some unfinished business. A series of events soon has the townspeople questioning whether siding with the Stranger was a wise idea, as they quickly learn the price that they each must pay for his services. As the outlaws make their way back into Lago, they discover that the town is not exactly as they had left it, and waiting in the shadows is the Stranger, ready to expose the town's secret and serve up his own brand of justice.",07 Apr 1973,94%,https://m.media-amazon.com/images/M/MV5BNGI3YjIyZjYtYzJiNy00NTM4LWEzMmEtMmZiY2VjMjU5MzliXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,105 min,7.4
66d7aec6c6dc28fe9497408a,tt0075860,1977,Close Encounters of the Third Kind,"['Drama', 'Sci-Fi']","['Richard Dreyfuss', 'François Truffaut', 'Teri Garr']",['Steven Spielberg'],"Two parallel stories are told. In the first, a group of research scientists from a variety of backgrounds are investigating the strange appearance of items in remote locations, primarily desert regions. In continuing their investigation, one of the lead scientists, a Frenchman named Claude Lacombe, incorporates the Kodály method of music education as a means of communication in their work. The response, in turn, at first baffles the researchers, until American cartographer David Laughlin deciphers the meaning of the response. In the second, electric company lineman and family man Roy Neary and single mother Jillian Guiler are among some individuals in Muncie, Indiana who experience some paranormal activity before some flashes of bright lights in the sky, which they believe to be a UFO. Roy becomes obsessed with what he saw, unlike some others, especially in some form of authority, who refuse to acknowledge their belief that it was a UFO in not wanting to appear crazy. That obsession both for Roy and Jillian is ratcheted up a notch when they begin to have a vision of a mound with vertical striations on its side as a key to what is going on. While the obsession negatively affects Roy's life as he knows it in its entirety, Jillian knows she has to find the answer as to its meaning, especially as it relates to her only child, three year old Barry Guiler, who may be more attuned to what is happening than the adult figures around him. These two stories have the potential to intersect if Roy and Jillian can discover where they've seen that mound before, and if they can overcome what they believe to be the lies perpetrated by those in authority in covering up what is going on.",14 Dec 1977,90%,https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_SX300.jpg,138 min,7.6
66d7aed1c6dc28fe949740a5,tt0072901,1976,The Twelve Tasks of Asterix,"['Animation', 'Adventure', 'Comedy']","['Roger Carel', 'Jacques Morel', 'Pierre Tornade']","['René Goscinny', 'Albert Uderzo']","When Julius Cesar fears, that he will probably never be able to defeat the gaulic village of Asterix and his friends, he has the idea of offering the Gauls a deal: if they are able to solve twelve tasks that he selected, he will hand over the Roman empire to them. If not, they have to submit.",17 Nov 1976,,https://m.media-amazon.com/images/M/MV5BYjZlOWFmMTMtMTRkNy00NDA0LTg2YTUtZWM1ZDYzY2VhYjU3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,82 min,7.6
66d7aedfc6dc28fe949740c4,tt0068473,1972,Deliverance,"['Adventure', 'Drama', 'Thriller']","['Jon Voight', 'Burt Reynolds', 'Ned Beatty']",['John Boorman'],"The Cahulawassee River valley in Northern Georgia is one of the last natural pristine areas of the state, which will soon change with the imminent building of a dam on the river, which in turn will flood much of the surrounding land. As such, four Atlanta city dwellers, alpha male Lewis Medlock, Ed Gentry, Bobby Trippe, and Drew Ballinger, decide to take a multi-day canoe trip on the river, with only Lewis and Ed having experience in outdoor life. They know going in that the area is isolated. Their relatively peaceful trip takes a turn for the worse halfway through with river rapids and unwelcoming locals. The four need to battle their way out of the valley and are asked to do things they never thought possible within themselves.",18 Aug 1972,89%,https://m.media-amazon.com/images/M/MV5BMWUyN2RlM2QtYzVlNy00Njc3LTgzMDMtNmJmMTk0OGY3ODFmXkEyXkFqcGc@._V1_SX300.jpg,109 min,7.7
